zipcode,longitude,latitude,number_of_orders
62375,-40.9342288430271,-4.16581268648286,2
62380,-40.7520651699078,-4.16681375680627,4
62390,-40.9035712060642,-4.41270949007754,1
62400,-40.8426544743206,-2.90660596618709,8
62420,-41.2431208241634,-3.03542383613631,1
62430,-40.8304798879801,-3.11971688054099,5
62460,-40.5574725095491,-3.3137298711676,2
62500,-39.5788018747421,-3.49673628634566,11
62530,-39.9685938410775,-3.57066372368078,2
62540,-39.83323645071,-3.3622239743473,1
62550,-40.12524062498,-3.22712991790579,4
62560,-40.1515601431396,-3.12367780804795,3
62570,-40.1659921419389,-3.06169381736985,4
62580,-40.1219269778827,-2.88167943213671,8
62590,-39.9137979806955,-2.92132093271825,1
62595,-40.1758655604534,-2.92365110618486,7
62598,-40.517838666468,-2.79513968113504,4
62600,-39.5834180760297,-3.69139515570223,7
62620,-39.7902115828313,-3.74533030560477,2
62630,-39.4305826659237,-3.94656485425954,2
62640,-39.266268530161,-3.78859375067014,2
62650,-39.5117358376404,-3.62288463658033,1
62655,-39.4331791319778,-3.59653452511111,1
62665,-39.2402421798736,-3.67626449077294,2
62670,-38.9666105,-3.60966899999995,5
62680,-39.0309893181812,-3.41232026709739,5
62685,-39.1501076532146,-3.43839816954251,5
62690,-39.2687727743088,-3.22068042963558,2
62700,-39.314912882108,-4.35771145747809,6
62725,-38.4563574309932,-3.82589645137639,1
62730,-39.1942682416911,-4.23118756268307,1
62740,-38.9149370351879,-4.55905844529791,2
62748,-38.9017867406011,-4.46796582790204,1
62750,-38.8093108904459,-4.37115114261726,3
62755,-38.5957179711095,-4.48662102553753,2
62760,-38.8807357513168,-4.33140261227303,3
62762,-39.0449319932937,-4.41983119311703,2
62770,-38.9204376474059,-4.22493624302712,2
62790,-38.7291187697929,-4.22569002942206,5
62795,-38.6376564026855,-4.29268681448222,1
62800,-37.7666247528195,-4.56218001365513,22
62810,-37.3632941700447,-4.70232354247114,5
62815,-37.8001488930878,-4.44950386060281,1
62820,-37.8265948963792,-4.67684177612762,1
62823,-37.7771106669479,-4.83678465306099,4
62840,-38.1283228627694,-4.18533629280847,3
62850,-38.2451518660378,-4.12300672624345,5
62860,-38.3048551023052,-4.09312732703366,1
62870,-38.4521975560589,-4.16954853026266,6
62875,-38.5013490517228,-4.30103682832102,1
62880,-38.4955643003286,-4.10366744288134,4
62884,-38.4850941021477,-4.11019243224201,1
62900,-37.9700053741039,-4.93653609235488,9
62903,-37.9698252256547,-7.86289666529517,1
62910,-37.962562154147,-4.74831,1
62920,-37.9856867819084,-5.06980309077816,3
62930,-38.0933954071589,-5.15675587699766,12
62940,-38.3667325741834,-5.1132701401138,9
62955,-38.638822370524,-4.98086783370373,1
62960,-38.1261944233771,-5.24424427677554,1
62970,-38.2714310090587,-5.52045724547063,3
62980,-38.3042941050684,-5.81126947465788,2
63010,-39.3202935,-7.201908,6
63011,-39.3194312938403,-7.19893807579534,2
63020,-39.3044566406557,-7.20769372333762,3
63024,-39.3503237747785,-7.23178664324841,2
63028,-39.2971186269826,-7.21652525983025,1
63030,-39.3010585313566,-7.2254586485751,4
63031,-39.295905282901,-7.24028011021839,2
63034,-39.3104773667326,-7.22418203922924,3
63040,-39.3257929740489,-7.23199266418628,1
63041,-39.3258793287877,-7.22317045094376,2
63044,-39.3380083533259,-7.24816534092823,1
63046,-39.3251608503917,-7.23653379582252,1
63048,-39.3037623516295,-7.24543802365598,2
63050,-39.3224053447173,-7.21696697702189,3
63051,-39.3191126221532,-7.23164631871751,1
63100,-39.4137325963399,-7.2319456258384,4
63104,-39.4101572905897,-7.24085376344469,1
63106,-39.4187956533791,-7.24989088591,3
63112,-39.4315660075729,-7.24420422309537,1
63113,-39.4157341772718,-7.23142121091977,4
63122,-39.4009111930953,-7.22860018342248,4
63125,-39.3951606803598,-7.2369803122039,1
63132,-39.3789378990548,-7.22774181694578,1
63140,-39.8726912481494,-6.8735471395754,1
63150,-40.3605951709949,-7.08022859231703,4
63160,-40.0288696873247,-7.09450476260754,2
63165,-39.678807143168,-7.09548234989118,3
63170,-40.1383226385236,-7.21001553436863,2
63180,-39.3037968394227,-7.31425996457511,6
63190,-39.7389255084526,-7.18741608954128,3
63195,-39.7399246801677,-6.99878659723594,2
63200,-39.1662949157856,-7.24637333763216,1
63210,-38.7758674740741,-7.38967911497079,1
63220,-39.2806421158999,-7.0404423686844,2
63240,-39.0244625,-7.34149199999995,2
63250,-38.9420570279525,-7.31618066205598,2
63260,-38.9890401040773,-7.48963932918964,10
63270,-39.1156418622139,-7.53549440856234,1
63280,-39.0756559193101,-7.83051299262194,2
63290,-39.2788132928098,-7.58808839511068,2
63300,-38.9669451861154,-6.75538674236244,2
63340,-38.7191409468043,-6.7922113733265,1
63360,-38.9698728399367,-6.94208067723373,3
63380,-38.7792535543418,-7.17949404655927,4
63400,-39.0598040792295,-6.60755152169979,1
63430,-38.8600413681097,-6.39890649920508,8
63460,-38.4641702872595,-6.05064803772172,3
63470,-38.3501959823999,-6.03091898560426,1
63475,-38.6099239467305,-5.88442761065389,5
63490,-38.4629983829044,-5.45358398167874,1
63500,-39.2948403408324,-6.36020852339089,8
63502,-39.297462523111,-6.37221721807064,2
63503,-39.2902638232128,-6.37025881458125,1
63504,-39.3013761536061,-6.37104241504855,3
63515,-39.1993376689376,-6.25281638070737,2
63520,-38.9159663355068,-6.24728342870831,2
63527,-38.9140242741265,-6.24487113631932,1
63530,-39.4955069224982,-6.53816775386777,3
63540,-39.3002189180582,-6.79179418591915,2
63560,-39.4520284644102,-6.09543654803405,7
63570,-39.9877740682945,-6.77454897723515,1
63575,-40.0834756212798,-6.68141174686973,1
63580,-39.5257974988735,-6.52475495713561,1
63590,-39.7674435782464,-6.51921811348491,1
63595,-39.8775139085131,-6.13485623186235,3
63600,-39.3719645565681,-5.58719121434028,4
63610,-39.6275091610801,-5.74360339621827,1
63620,-39.0076848812213,-5.73238074585249,2
63630,-39.7133924292197,-5.45419834531154,2
63635,-39.1934728050756,-5.67662438895724,2
63640,-40.3087009940406,-5.38848847853203,1
63645,-39.2505335,-5.88060299999994,3
63660,-40.2955875456746,-6.01722205215631,10
63670,-40.1548234463867,-6.32890000551095,2
63680,-40.696805638505,-6.2135389946624,4
63700,-40.6710896630166,-5.18311456641005,9
63740,-40.7726153880018,-5.53457338800183,3
63765,-40.5383985379298,-4.94209512893991,3
63780,-40.0653859892235,-4.78758378046652,3
63800,-39.2861203107363,-5.20197221325447,6
63860,-39.5731733326386,-4.85088666611085,1
63870,-39.731014181141,-5.12345440723324,3
63900,-39.0122245638943,-4.96778137216756,5
63903,-39.0229343118233,-4.97300142915511,1
63905,-39.0178861675105,-4.98689784856692,2
63907,-39.008387057695,-4.96440468449897,2
63908,-39.0115455813338,-4.96751330971052,2
63960,-38.9208989601002,-5.30062258770201,1
64000,-42.8167212711622,-5.08489228543398,4
64001,-42.812995383449,-5.09242518651811,8
64002,-42.8117605205001,-5.07730904710061,16
64003,-42.8193950809253,-5.08087662494703,5
64004,-42.8295271709862,-5.03581207363866,3
64005,-42.8300528778841,-5.0393221649109,2
64006,-42.81227775,-5.04685799999999,8
64007,-42.8185889634407,-5.05847696063124,1
64008,-42.8275343740842,-5.03508403540406,1
64009,-42.8061203776346,-5.04006736047749,7
64010,-42.7808572411735,-5.11646854479483,6
64012,-42.8346536625905,-4.9874397224403,1
64013,-42.83546958069,-4.99011111308904,1
64014,-42.7975875000426,-5.08677299991489,3
64015,-42.7888201744011,-5.10353278392628,4
64016,-42.7970712687556,-5.09878366301588,7
64017,-42.7861415695868,-5.11227951322532,3
64018,-42.8198391215385,-5.07425491722616,11
64019,-42.8107695691099,-5.11369380129878,6
64020,-42.8054219539237,-5.13551643809933,6
64022,-42.7901395226141,-5.13624621911301,1
64023,-42.7824345251852,-5.13097660207839,7
64025,-42.7904150477116,-5.14405042500976,3
64027,-42.7917425921899,-5.07214838261279,5
64028,-42.7771735571491,-5.16047953472467,3
64030,-42.7771050353996,-5.14028051247211,2
64034,-42.7885962743569,-5.17649555490385,4
64037,-42.736998684,-5.18792499999995,2
64039,-42.7604257456992,-5.18768956066252,1
64040,-42.7753498129999,-5.17750499999994,1
64045,-42.7859827875547,-5.08281336077578,4
64046,-42.7731387016787,-5.08234342386602,4
64048,-42.7829500492581,-5.07765559819113,8
64049,-42.78848175,-5.07094649999999,23
64050,-42.7699954023803,-5.05939070399455,2
64051,-42.7807444656106,-5.07477627568751,1
64052,-42.7743401895186,-5.07840644042828,11
64053,-42.7550452738136,-5.07099901456856,15
64055,-42.7681965699762,-5.06576842559181,3
64056,-42.7661584734346,-5.05588996986643,9
64057,-42.7162949999999,-4.99528162999997,4
64058,-42.7536820807239,-5.059365714147,2
64059,-42.7607281655,-5.04780469637471,1
64060,-42.7513223708333,-5.04252175631188,1
64062,-42.761017914025,-5.03231464140249,4
64063,-42.767733664381,-5.02131919870839,3
64066,-42.7759029333059,-5.00501857944072,1
64067,-42.7842411991993,-5.00687732234196,4
64071,-42.7356734328974,-5.0370767978237,2
64073,-42.7484561586524,-5.07401487978686,6
64074,-42.7159326736113,-5.06224488601535,1
64076,-42.7615695,-5.11703099999999,4
64077,-42.7727199298512,-5.10653917864656,3
64078,-42.7601211190104,-5.10292311468708,12
64079,-42.7517453878921,-5.11323983133319,2
64080,-42.7513140067714,-5.10931552879036,4
64082,-42.7393125,-5.1055335,5
64083,-42.7374337291589,-5.0966281667288,1
64084,-42.7331745,-5.053185,1
64086,-42.7197235106903,-5.11563419274971,1
64090,-42.7377207833001,-5.08501343215384,4
64091,-42.7384667214372,-5.07972981125112,1
64100,-42.2955346961163,-4.24281918222626,3
64110,-42.5774172207656,-4.74896695801759,3
64120,-42.8557980145438,-4.58478318216025,1
64150,-42.5505506461065,-3.71630547075885,1
64160,-42.3716050228602,-3.45860842380476,3
64170,-42.1927198814728,-3.50716826640964,1
64180,-42.2339462385779,-3.8920846436211,4
64200,-41.7765002608139,-2.89825455067672,2
64202,-41.7611598158276,-2.90304611460554,3
64206,-41.756222355413,-2.90080177940347,2
64208,-41.73838875,-2.922075,2
64210,-41.7254985,-2.9040525,1
64211,-41.7493619371306,-2.92851682602306,1
64212,-41.7581771103964,-2.93163938775611,2
64215,-41.7550488282502,-2.92046992018314,4
64217,-41.7655589999999,-2.93900249099994,1
64218,-41.7750965233647,-2.91542757671921,5
64220,-41.6673980632744,-2.87892652015749,1
64224,-41.817150578993,-2.85427323889575,1
64228,-41.8971297739031,-3.41797038087752,1
64230,-41.8721388445569,-3.18198135932265,2
64235,-41.5521377317547,-3.47335198718855,8
64240,-41.7008146736137,-3.92913306978043,2
64245,-41.8330539802258,-3.81292611997344,1
64255,-41.4529416400079,-4.42506442237875,2
64258,-41.6001212993858,-4.38997192215616,1
64260,-41.7783748946192,-4.2663783314906,7
64280,-42.1610348778886,-4.82795223856788,7
64290,-42.4486107562493,-5.04602175893679,5
64300,-41.735034,-6.39621899999999,4
64320,-41.4214563420101,-6.23681485356346,2
64330,-41.3248812944554,-5.50272838567294,3
64340,-41.5517296208376,-5.32189927070876,2
64388,-42.6468124637799,-5.409658556366,1
64390,-42.6787949046318,-5.34723822397873,1
64400,-42.8509899517748,-6.24983026377513,1
64410,-42.735956176519,-6.075874808146,1
64460,-42.6247091737894,-5.88759309150422,2
64465,-42.6333226251989,-5.8332377873285,1
64490,-42.6850333814357,-6.22794282961159,6
64500,-42.1219474440107,-7.01117334731629,6
64525,-42.2535003315622,-6.55042236351398,1
64530,-41.9229882012075,-6.45076898850479,2
64535,-41.7074620550988,-6.66495873739122,1
64545,-41.7645677996935,-7.17876200605068,1
64570,-41.6779901834885,-7.7379951633023,1
64578,-41.0411476278848,-7.133013965144,1
64600,-41.4707400251816,-7.07740002680478,9
64601,-41.4721359549773,-7.07676398525502,3
64604,-41.4425935993958,-7.07159566813605,2
64606,-41.4167947966462,-7.08029776781551,3
64607,-41.4655256851799,-7.07648967493463,1
64625,-41.4764958880588,-6.87224166783737,1
64630,-41.3232513044095,-6.94356482645711,1
64645,-41.1343915462374,-6.99547678996639,1
64660,-40.6118773675172,-6.83388821956168,1
64675,-40.8568373830805,-7.2420754711503,1
64690,-40.6113452027367,-7.08686932662903,3
64695,-40.6375729874874,-7.33314954713578,1
64700,-41.9151004198354,-7.85741139337401,1
64740,-41.5938041143243,-7.8789808651713,1
64750,-41.14287098234,-8.13277603978759,3
64760,-42.2569749556047,-8.35488273849023,6
64764,-42.0498146431167,-8.07486493353864,1
64767,-41.8341738607679,-8.37863209751232,1
64770,-42.6883204722722,-9.01673106811459,7
64778,-42.5443898535203,-9.16908403436753,1
64800,-43.0282502513806,-6.76504904293065,8
64803,-43.0082253310474,-6.76435578473728,3
64804,-43.0084433080042,-6.77390962199,1
64806,-43.020217608898,-6.78215929413681,4
64807,-43.0144119483231,-6.78643659842173,1
64808,-43.030754525,-6.77955257099995,1
64820,-43.026868872593,-7.60133632438106,2
64835,-43.1407753194601,-7.76939035942556,1
64840,-43.5627850762266,-6.78836929863023,4
64845,-43.89075,-7.12216999999993,1
64860,-44.5538268925207,-7.23125271024878,4
64868,-45.2111748828642,-7.86480350995261,1
64870,-43.953938903346,-7.64158147976541,1
64873,-44.0644861518687,-7.5702712119968,1
64880,-43.659569995739,-8.09887631619498,4
64890,-42.9489177338711,-8.1098305527142,1
64900,-44.3631783896332,-9.07034997930621,4
64915,-44.5845518104688,-9.4861719725626,1
64923,-43.9783325,-8.45555699999995,1
64930,-45.3412974338532,-9.84102004953648,1
64965,-43.9616915,-10.2018719999999,2
64980,-45.1685857821384,-10.4412554872197,4
65010,-44.3071625183219,-2.52789948542905,4
65015,-44.2994908148768,-2.53906565667379,3
65020,-44.2904794834206,-2.52442724457021,4
65025,-44.284317320676,-2.53604338449303,6
65030,-44.280277878989,-2.54471471218763,5
65031,-44.287839081774,-2.550061892239,3
65032,-44.2875549733967,-2.54371483702843,2
65033,-44.2251842168779,-2.54011148838064,1
65035,-44.2859987554546,-2.52857878049488,2
65036,-44.2414866801509,-2.57765294350297,8
65040,-44.2718924562871,-2.55109997668647,3
65041,-44.2610376129609,-2.55155201970684,3
65042,-44.2713884357436,-2.55375920927344,1
65043,-44.2647325364182,-2.56439209884956,1
65045,-44.2457367980131,-2.54840644364713,8
65046,-44.2463807623401,-2.54542782509235,4
65047,-44.2559501601533,-2.53862499690275,3
65048,-44.2468082467543,-2.55632593073129,5
65049,-44.2419162223152,-2.53750600582838,1
65050,-44.2126073475255,-2.54708995930556,4
65051,-44.2135881115446,-2.53351837262551,4
65052,-44.2179079729002,-2.55124252038909,4
65053,-44.2031746467964,-2.54061415528825,3
65054,-44.2130934147079,-2.55452826521928,16
65055,-44.2395996386404,-2.57663284096027,12
65056,-44.22242445858,-2.56169910266588,2
65057,-44.2509248927232,-2.48624490813089,8
65058,-44.199514210995,-2.57232928900497,21
65059,-44.2296143016908,-2.55919829058232,2
65060,-44.2347851894224,-2.55431021065843,6
65061,-44.2582020853485,-2.53266371430134,4
65062,-44.2425193061342,-2.51868532944775,5
65063,-44.2373285797337,-2.53352020621723,7
65064,-44.2542589103526,-2.55672348903572,3
65065,-44.2260236551759,-2.52261604862061,6
65066,-44.2121499286702,-2.50703465764395,20
65067,-44.2333616871893,-2.48635952383022,5
65068,-44.2350761655125,-2.50104220670808,5
65070,-44.2512168860108,-2.51012086992881,14
65071,-44.2558144751573,-2.5221512411853,20
65072,-44.3089863702464,-2.54607923397195,12
65073,-44.2376230496439,-2.50328486258902,7
65074,-44.267713706215,-2.5067761604247,9
65075,-44.3030199268054,-2.50854304666736,36
65076,-44.303780352889,-2.5113567059554,13
65077,-44.3032869862658,-2.49041957784642,10
65081,-44.3182289716617,-2.56550794952145,8
65082,-44.3266217653355,-2.55092825367879,3
65083,-44.2362161946385,-2.50816612004559,1
65085,-44.3290296690231,-2.53540304440535,12
65090,-44.2475285562836,-2.59436297875451,1
65091,-44.2587793040776,-2.5561613030329,2
65095,-44.2686934623801,-2.50685839514706,1
65110,-44.0822583021276,-2.53012976973327,14
65130,-44.1715154555463,-2.53687067146407,7
65140,-44.0627352172348,-2.92319248655288,1
65145,-44.3033237249422,-3.13817833083906,1
65150,-44.2525782425409,-2.93718348446626,1
65170,-44.0581997283235,-2.77442290273863,1
65180,-43.4636318671431,-2.60818456348084,1
65200,-45.0992476331362,-2.53088117378219,4
65208,-45.3094707154734,-2.24146109636179,3
65210,-45.0191998138309,-3.32140508484082,1
65215,-45.0022466974853,-3.21732156993074,5
65220,-44.880837757268,-2.89314659831272,1
65225,-44.7962056237003,-2.95876277659313,1
65230,-44.6763494386106,-2.87838686999967,1
65235,-44.8325622140307,-2.70031775711632,2
65245,-44.8590086628486,-2.57817934891579,1
65248,-44.7865394951069,-2.45266564116031,1
65250,-44.4176947412763,-2.40497152484406,1
65255,-44.611180114201,-2.13384051417592,1
65260,-44.5364288299984,-2.00190345990341,3
65265,-44.7853493930855,-2.06660752701843,3
65268,-44.8661151744374,-1.82421581763175,3
65270,-45.1468444433745,-1.72788295899997,3
65272,-45.7764248977708,-2.54987104869002,1
65274,-45.7062158220817,-2.81006646264958,4
65279,-45.8228144929803,-2.37966333105354,1
65280,-45.7270877315065,-1.45605693623907,1
65283,-45.8583514187023,-2.2423648811181,1
65289,-45.9571780921469,-2.05279820653655,4
65292,-46.3133561224321,-1.79957761571776,2
65293,-46.0112005048644,-1.67477284108118,1
65295,-46.0215705232772,-1.20839669529479,2
65299,-46.1278260668981,-2.14129988810485,1
65300,-45.4487719639999,-3.84904499999993,5
65302,-45.3735066121727,-3.6520178358411,2
65304,-45.3589637904632,-3.67047027493447,3
65306,-45.3913431532654,-3.66651234875846,2
65320,-45.2539616189666,-4.28555112817131,3
65335,-45.2514175242441,-3.74102045591955,1
65350,-44.8708969047967,-3.46303871407785,2
65360,-45.1927918152082,-3.62771309515712,1
65365,-45.6543817794805,-3.2745972099066,5
65368,-45.667042887833,-2.95273716701808,1
65370,-45.345434301356,-3.60784109593204,3
65380,-45.6056162448301,-3.54337084528325,1
65390,-45.6622333609751,-3.96414321853925,2
65393,-46.4618126143799,-4.31727165639234,5
65395,-46.8533468500135,-4.48511616586201,2
65398,-45.8441886620972,-3.66669859936332,1
65400,-43.880692216944,-4.45991093271487,8
65413,-44.4487459725973,-4.21859822986446,1
65415,-44.1294439473025,-4.13120581461826,9
65430,-43.923228651484,-3.55135770985978,1
65440,-43.5311522391781,-3.33769796050965,1
65460,-44.2281156466405,-3.72791974150458,1
65465,-44.3764780187869,-3.63385941338109,1
65468,-44.5587419875537,-3.6303331421674,2
65470,-44.4636148650708,-4.03936260420415,3
65480,-44.7745481338395,-3.43905673122709,2
65485,-44.4555468127558,-3.3429002329039,4
65495,-44.583329735031,-3.56783172913664,1
65500,-43.3666498962918,-3.74139577019226,3
65510,-43.1139982351479,-3.63230098019713,2
65515,-42.9091799869711,-3.94333570526843,1
65520,-42.7552717785783,-3.68257129563934,1
65530,-43.4073180198664,-3.20984310416125,5
65540,-42.5659699999999,-3.50118999999995,1
65550,-42.4175153689994,-3.3618660165991,3
65560,-42.202832462203,-3.39621124301538,1
65580,-42.2792125104612,-2.76339381736537,2
65585,-42.545010489891,-2.71869006828466,1
65590,-42.8215311219653,-2.75634402523861,4
65600,-43.3584107421866,-4.86223798244681,1
65602,-43.3595475,-4.85911349999999,1
65603,-43.3600257126035,-4.83165556559292,1
65604,-43.3371454895359,-4.86925033488592,3
65605,-43.3433994195846,-4.86384100740092,2
65606,-43.3524749698885,-4.88280991663951,3
65609,-43.3761207890063,-4.87657036803254,5
65620,-43.0204303747246,-4.25478956152504,4
65630,-42.8217273825065,-5.10438949028474,5
65631,-42.8344056060991,-5.09615279916519,2
65632,-42.8322736351339,-5.10921134797624,1
65633,-42.8285924195175,-5.1296548865681,2
65634,-42.8375219979533,-5.10898976018988,1
65636,-42.8383869188312,-5.08844869328992,4
65640,-43.1141448620361,-5.68490539454333,1
65645,-43.201508325301,-5.52174440005178,1
65665,-43.7002018656689,-6.48996628922717,7
65670,-43.9839775641825,-6.4327879661848,3
65680,-43.7794144064418,-6.17844745887651,1
65690,-44.2387055203766,-6.04074264418032,3
65693,-44.2246004939042,-5.81836787967489,1
65695,-44.1516161515956,-5.73194426327752,3
65700,-44.786714105913,-4.24012275790623,11
65705,-44.9359702240285,-4.03964918577552,1
65706,-45.1194667748625,-4.13677932776881,2
65707,-45.174537027891,-3.88963095243848,1
65709,-45.2378096943822,-4.03666599683141,2
65715,-45.1328847205777,-4.5694099278282,5
65725,-44.5952317146412,-4.56638600964587,3
65735,-44.3277190592367,-4.72340809113992,2
65740,-44.9383906387692,-4.75140423522004,1
65750,-44.8816222659448,-4.87586473320035,3
65755,-44.6969775583668,-4.99025951050417,1
65760,-44.4900634448696,-5.28811865582603,12
65765,-44.4376958668871,-5.04081087055541,3
65775,-44.300440289405,-5.15697920328278,1
65780,-44.2475105270897,-5.32601992199496,1
65790,-44.3843346370289,-5.57383798757758,2
65800,-46.0470365382149,-7.51149250764297,17
65810,-45.9331800237255,-9.11202339835187,5
65860,-44.1915894146052,-6.48164221816413,2
65870,-44.0884013190916,-6.59758304936124,2
65885,-44.5555891986397,-7.22002354698682,1
65895,-45.1375879464036,-7.0864851083606,1
65900,-47.4728777934963,-5.53148540191274,7
65901,-47.4729460230085,-5.53415912811724,8
65903,-47.480006620422,-5.51617802489586,4
65907,-47.4875976504351,-5.52166199603961,7
65910,-47.4757197666277,-5.52021955410691,1
65911,-47.494236980745,-5.52137474699035,2
65912,-47.4886061714335,-5.51418971167477,4
65916,-47.4856300048481,-5.4918137621451,3
65919,-47.4725246527163,-5.54385540813868,4
65920,-48.4359543516522,-5.08886556043964,1
65921,-47.7854612908624,-5.16976857975595,1
65922,-47.4024244948721,-5.45065043215966,5
65925,-46.7025541884704,-5.87815961050725,1
65929,-47.3853691103952,-5.13045537189468,1
65930,-47.4934764205912,-4.95823178815999,7
65935,-47.0168235776506,-5.59186591893089,1
65940,-46.1428008686233,-5.8146104280468,5
65943,-46.1893555603758,-6.43555859681366,1
65945,-46.0097005449658,-4.8838001489252,1
65950,-45.2396428723355,-5.50855401748567,7
65968,-47.3683855257978,-6.17172795798142,2
65970,-47.3870507457946,-6.34973006941971,2
65973,-47.0560362991011,-6.46394722243549,1
65975,-47.4459639335277,-6.55955594942716,3
65980,-47.4726931858213,-7.33238607531874,2
66010,-48.4994841648681,-1.45263369525076,2
66015,-48.4972671952507,-1.45387283513189,1
66017,-48.4974418154251,-1.45478747100232,3
66020,-48.5003864244909,-1.46288231476122,6
66023,-48.4993216579145,-1.46539005883206,6
66025,-48.4931146475272,-1.46077406466045,5
66030,-48.4908855060013,-1.46463777987784,4
66033,-48.487638462582,-1.46497966547653,17
66035,-48.48196,-1.45217999999994,12
66040,-48.4818348923192,-1.45516976097906,18
66045,-48.4778129625196,-1.46104808742571,4
66050,-48.4884684293383,-1.43909745296892,10
66053,-48.4892293706218,-1.44871170910055,10
66055,-48.4846019994517,-1.44909472742241,22
66060,-48.4783174205088,-1.44428359117662,18
66063,-48.4742275010096,-1.45024122453689,11
66065,-48.4699798544347,-1.47350537607478,5
66070,-48.4564745935432,-1.44854252478061,9
66073,-48.4576576244735,-1.46426479545841,4
66075,-48.4711857861177,-1.4650237139778,7
66077,-48.4614658433277,-1.31317721691999,5
66080,-48.4664886823533,-1.42193099584505,17
66083,-48.4667355704888,-1.41831959810152,12
66085,-48.4725882772808,-1.43673686485072,18
66087,-48.4633563619365,-1.42243005216696,12
66090,-48.4681055108919,-1.45338406112253,2
66093,-48.465166095216,-1.43812000363534,17
66095,-48.4596941441803,-1.42822486788048,23
66110,-48.491161863727,-1.4008844765734,5
66113,-48.4851673993596,-1.42949412851284,6
66115,-48.4778167630512,-1.37600436912205,3
66120,-48.4772648720641,-1.41316565722204,4
66123,-48.4742915403946,-1.41025499999999,1
66610,-48.4500392767038,-1.42820386066712,9
66613,-48.4670129791887,-1.43516865326232,9
66615,-48.4535941050264,-1.39830285345376,18
66617,-48.4728534812455,-1.398123,5
66620,-48.4603832644876,-1.3973467554453,8
66623,-48.4818497167956,-1.44329559505611,5
66625,-48.436855,-1.36266834799994,2
66630,-48.4511976829015,-1.37631563445678,5
66635,-48.4537491170553,-1.35620642466155,8
66640,-48.4519620157666,-1.38097266428856,7
66645,-48.4342681776963,-1.40199266703156,3
66650,-48.4292164145075,-1.36246668720068,2
66670,-48.4359677704714,-1.3386809553062,4
66810,-48.481815575596,-1.29573863336026,4
66811,-48.4762979598938,-1.30555934000798,5
66812,-48.4828838024692,-1.31101142562844,7
66813,-48.4999751868292,-1.45608227489883,8
66814,-48.4713567608922,-1.31176423786709,1
66820,-48.445603659992,-1.32033404079866,7
66821,-48.4874704712541,-1.44158208087766,1
66822,-48.481039985429,-1.46481345045876,2
66823,-48.4373855024815,-1.33549897807145,6
66825,-48.4930098150497,-1.41197479655492,7
66830,-48.4668613146617,-1.34898630937658,1
66831,-48.4660278799699,-1.3558068753823,1
66833,-48.4577784482371,-1.33979589702239,5
66840,-48.437917155433,-1.38147067470719,1
66910,-48.4673443731639,-1.16081233056795,1
66913,-48.5002045245861,-1.45866809515305,1
66914,-48.4368152005309,-1.35380436969815,1
67010,-48.417572885327,-1.40213149514539,1
67013,-48.429566758481,-1.40002887184975,5
67015,-48.4083610197451,-1.38403263567938,3
67020,-48.3824624087512,-1.3937268835602,3
67030,-48.3798758926691,-1.35302438416366,8
67033,-48.4011306170385,-1.39075227739461,4
67035,-48.4106925422495,-1.34942161403559,2
67103,-48.3814564688358,-1.32196921364682,1
67110,-48.4135191268093,-1.39281001274527,3
67113,-48.4204009255429,-1.37715382673618,3
67115,-48.413582524329,-1.37791525881661,2
67118,-48.4180279831306,-1.34704460082344,2
67120,-48.426235562418,-1.38087225047642,5
67125,-48.4013070105411,-1.33833172042109,2
67130,-48.4103079425379,-1.36566355156493,10
67133,-48.4038021110599,-1.35566357873083,17
67140,-48.3963968268613,-1.34728294029226,7
67143,-48.3998544741709,-1.35182375250538,5
67145,-48.390618602126,-1.35833110901131,3
67146,-48.3853146438373,-1.36209131915864,1
67200,-48.3493009196396,-1.36146988970668,15
68005,-54.712886618459,-2.41757515494909,19
68010,-54.7115692239391,-2.43054532617859,5
68020,-54.6987263670919,-2.44329379460793,3
68022,-54.7026285148298,-2.46097015830993,1
68025,-54.7158653888537,-2.4690830061258,2
68030,-54.7289500493519,-2.44274688150204,6
68035,-54.7437843515694,-2.44616630933031,1
68040,-54.7399638951802,-2.42402454112367,7
68129,-54.6424996515862,-2.68424055052872,2
68138,-54.2152315636198,-3.86807054413639,2
68140,-53.7408130921877,-3.71454138897697,6
68145,-52.8888706298327,-3.45356918380826,1
68148,-52.5400641707377,-3.29851675061066,3
68170,-56.0836645036198,-2.15707076663289,1
68180,-55.9989426552972,-4.25572240611146,3
68193,-55.4102689187632,-7.03626296453504,5
68195,-57.7644531260796,-6.22077889963058,1
68220,-54.0723705090441,-2.00786770899589,1
68275,-8.57785501800488,41.1462029094994,2
68360,-51.944211004444,-2.59035507131973,1
68371,-52.208863809676,-3.20563897907154,12
68372,-52.2196656599735,-3.21137384417245,5
68373,-52.2349085146403,-3.21767039751809,1
68374,-52.2223701067165,-3.20832535512538,2
68375,-52.2198207661054,-3.20075149579047,2
68376,-52.1884509947788,-3.19547910404026,2
68377,-52.20142875,-3.197655,1
68380,-51.9765421992332,-6.64230151629133,8
68385,-51.1511022132891,-6.75978155260848,4
68390,-51.0696048537569,-6.7513568807848,5
68400,-49.5029491415683,-2.24095353081377,4
68420,-49.5045339535618,-2.58518407720896,1
68430,-48.9574534467338,-1.96473242677948,1
68440,-48.8863070750478,-1.72443104027005,11
