seller,seller_city,average_review
ff314f,sao paulo,5.0
feb793,sao paulo,5.0
fe19dc,uberaba,5.0
fdf736,pocos de caldas,5.0
fd435f,joao pessoa,5.0
fd312b,votorantim,5.0
fc9088,sao paulo,5.0
fc4751,londrina,5.0
fc0b21,maua,5.0
fb503a,pelotas,5.0
fa5fdc,santo andre,5.0
f9bbdd,sao paulo,5.0
f90f77,londrina,5.0
f8f35a,campanha,5.0
f8e2c1,ribeirao preto,5.0
f8d5c7,sao paulo,5.0
f5b846,sao paulo,5.0
f410c8,caxias do sul,5.0
f3975e,pinhalzinho,5.0
f3862c,ribeirao preto,5.0
f3511c,curitiba,5.0
f30793,araxa,5.0
f3041c,itauna,5.0
f26d70,presidente getulio,5.0
f1fdf2,sao paulo,5.0
ee27a8,goiania,5.0
ede297,curitiba,5.0
edd066,brasilia,5.0
edb58a,piracicaba,5.0
ec9332,sao paulo,5.0
ec8463,florianopolis,5.0
ebd141,londrina,5.0
eb9267,recife,5.0
eb1bf3,diadema,5.0
eaf6d5,sao paulo,5.0
eae9af,sao paulo,5.0
eaaa46,messias targino,5.0
ea846a,aracatuba,5.0
e9c2dc,joinville,5.0
e9874a,rolandia,5.0
e94b64,itapecerica da serra,5.0
e8ff5a,blumenau,5.0
e88f7a,votuporanga,5.0
e82de6,ibitinga,5.0
e76ecc,belo horizonte,5.0
e73bf2,chapeco,5.0
e73232,blumenau,5.0
e72b4f,sao paulo,5.0
e64ddb,sao paulo,5.0
e5def4,amparo,5.0
e59e57,nova iguacu,5.0
e59580,navegantes,5.0
e560e4,belo horizonte,5.0
e5545d,marilia,5.0
e439f7,joinville,5.0
e1c76f,sao paulo,5.0
e1bed6,mogi guacu,5.0
e0b162,pelotas,5.0
e0a3c3,camboriu,5.0
dde698,petropolis,5.0
dda370,sao paulo,5.0
dd9661,campos novos,5.0
dd88d1,lajeado,5.0
dd58ee,curitiba,5.0
dd5450,joinville,5.0
dd39ad,sao paulo,5.0
dd2641,cascavel,5.0
dcb736,osvaldo cruz,5.0
db7ed6,jaguariuna,5.0
db6a4d,sao paulo,5.0
da3fed,mogi das cruzes,5.0
d9cd36,bady bassitt,5.0
d9c349,sao paulo,5.0
d93b84,sao paulo,5.0
d8bf0f,sao paulo,5.0
d8b8f2,formosa,5.0
d85efb,sao paulo,5.0
d7f1cf,belford roxo,5.0
d7827b,londrina,5.0
d63f30,sao paulo,5.0
d598f9,formosa,5.0
d52cbc,garopaba,5.0
d4f91e,guaratingueta,5.0
d3e7d3,sao jose dos pinhais,5.0
d38919,sao paulo,5.0
d36b07,itapetininga,5.0
d263fa,americana,5.0
d2572f,belo horizonte,5.0
d149de,sao paulo,5.0
cf6f6b,sao paulo,5.0
cf1313,rio de janeiro \rio de janeiro,5.0
ce4755,ribeirao preto,5.0
ce3ad9,rio de janeiro,5.0
cd233f,birigui,5.0
cb162c,barueri,5.0
cad10c,avare,5.0
cac4e0,brusque,5.0
c9d2ba,uberlandia,5.0
c963a2,angra dos reis rj,5.0
c8c1be,porto belo,5.0
c8771b,tocantins,5.0
c8665a,pitangueiras,5.0
c8143b,abadia de goias,5.0
c74f14,sao miguel do oeste,5.0
c747d5,pacatuba,5.0
c72467,fortaleza,5.0
c716e0,rio de janeiro,5.0
c52c64,tiradentes,5.0
c3fe93,curitiba,5.0
c3f566,apucarana,5.0
c3e239,sao paulo,5.0
c353f8,porto alegre,5.0
c3251e,porto ferreira,5.0
c18309,rio de janeiro,5.0
c0f3ee,sao paulo,5.0
c0e0b7,laurentino,5.0
c09229,paracambi,5.0
c04d70,niteroi,5.0
c03121,curitiba,5.0
c00396,campo magro,5.0
be7a09,toledo,5.0
be67f7,ibirite,5.0
bdf0d0,birigui,5.0
bd43e1,sao bento do sul,5.0
bbf4a8,curitiba,5.0
bbe87d,sao joao da boa vista,5.0
bba8d0,goiania,5.0
bb7ad8,floranopolis,5.0
bb5d95,rio de janeiro,5.0
baf151,sao paulo,5.0
baeda7,americana,5.0
bac44f,sao paulo,5.0
babcc0,porto ferreira,5.0
bab0a8,rio de janeiro,5.0
ba8e85,santa catarina,5.0
ba8979,sao paulo,5.0
b9ec22,brasilia,5.0
b9de03,sao paulo,5.0
b9c0ff,sao paulo,5.0
b76f4d,hortolandia,5.0
b5f49f,curitiba,5.0
b5dd71,ribeirao preto,5.0
b5d034,itapecerica da serra,5.0
b5bb2b,venancio aires,5.0
b5b800,sao paulo,5.0
b3e2fa,ribeirao preto,5.0
b2f4d6,armacao dos buzios,5.0
b2eecf,sao paulo,5.0
b1fecf,campo grande,5.0
b19c48,sao paulo,5.0
b02664,rio de janeiro,5.0
b00af2,salvador,5.0
aec998,colombo,5.0
ae9690,sao paulo,5.0
ae45ad,franca,5.0
adbe70,maua,5.0
ad1461,tubarao,5.0
ab27bb,tatui,5.0
aae595,belo horizonte,5.0
aa8af6,betim,5.0
a9b533,rio de janeiro,5.0
a9ae44,santo andre,5.0
a99504,batatais,5.0
a9415c,prados,5.0
a81466,sao ludgero,5.0
a7ecf6,vila velha,5.0
a70e90,mandaguari,5.0
a69aa2,carapicuiba,5.0
a663d9,sao paulo,5.0
a64e44,sao paulo,5.0
a61cc0,jarinu,5.0
a56a80,joinville,5.0
a45314,mirassol,5.0
a3fa18,são paulo,5.0
a3b42d,orlandia,5.0
a3b0df,sao bernardo do capo,5.0
a353b1,cariacica,5.0
a2b911,barra mansa,5.0
a213f1,maringa,5.0
a20d80,sao jose dos campos,5.0
a11a0e,indaiatuba,5.0
a1040e,jundiai,5.0
a08692,sao paulo,5.0
9fe7c6,sao paulo,5.0
9fbd56,sao paulo,5.0
9e94fa,sao carlos,5.0
9dd459,sao paulo,5.0
9d69ba,ribeirao preto,5.0
9d213f,ibitinga,5.0
9c1c0c,praia grande,5.0
9b76ad,boituva,5.0
9b1f65,santos,5.0
9b00ca,janauba,5.0
9ac755,sao paulo,5.0
99a25c,sao paulo,5.0
98dddb,sarandi,5.0
97e50a,sao paulo,5.0
979e9f,sao paulo,5.0
964ff6,sao paulo,5.0
95cca7,palotina,5.0
94d76e,sao roque,5.0
94ca16,clementina,5.0
93bef6,sao paulo,5.0
934ed5,curitiba,5.0
929f34,londrina,5.0
918717,sao paulo,5.0
9140ef,maringa,5.0
910a92,sao jose do rio preto,5.0
90b570,curitiba,5.0
8fd3b4,sao jose do rio preto,5.0
8fb67a,toledo,5.0
8ec76b,criciuma,5.0
8def3d,rio de janeiro,5.0
8de8fe,sao paulo,5.0
8dd386,paulo lopes,5.0
8c9348,carapicuiba,5.0
8c91bf,horizontina,5.0
8c351e,praia grande,5.0
8b181e,goioere,5.0
8a207b,jaci,5.0
8a1ff5,sao  jose dos pinhais,5.0
897572,sao paulo,5.0
8936ba,sao paulo,5.0
880ce4,belo horizont,5.0
87d736,nhandeara,5.0
87b442,guaimbe,5.0
850857,cascavel,5.0
84deb8,curitiba,5.0
83f2b4,ribeirao preto,5.0
83d458,vila velha,5.0
83c8aa,francisco beltrao,5.0
83c465,sao carlos,5.0
83a75e,amparo,5.0
829219,sao paulo,5.0
804287,maringa,5.0
800214,jaragua do sul,5.0
7f5e4d,jacarei / sao paulo,5.0
7dc9a3,dores de campos,5.0
7cf4ea,sao paulo,5.0
7cb946,sete lagoas,5.0
7c4402,sao caetano do sul,5.0
7bb8fa,bauru,5.0
7b3447,sao paulo,5.0
7ad413,rio bonito,5.0
7ab0dd,sao jose do rio preto,5.0
7a704e,francisco beltrao,5.0
79b93a,rio de janeiro,5.0
7994b0,cariacica / es,5.0
7963e5,sao paulo,5.0
788136,bento goncalves,5.0
77128d,sao paulo,5.0
768332,birigui,5.0
762faf,itu,5.0
761681,sao paulo,5.0
75fdd0,maua,5.0
75745e,brasilia,5.0
751e27,campinas,5.0
74871d,sao paulo,5.0
740205,caxias do sul,5.0
73da18,sao carlos,5.0
734def,araras,5.0
72c73b,sao paulo,5.0
72431a,rio das pedras,5.0
7238f8,santana de parnaiba,5.0
720e6c,mogi das cruzes / sp,5.0
71dc18,curitiba,5.0
7178e1,tatui,5.0
70f7e8,sao paulo,5.0
70c4ee,sao paulo,5.0
70c0fd,caruaru,5.0
702835,juiz de fora,5.0
70126e,barueri,5.0
6f835f,curitiba,5.0
6ebf4e,rio de janeiro,5.0
6c9875,brotas,5.0
6c77cd,marilia,5.0
6c6cc5,santa maria,5.0
6c17ba,franca,5.0
6b1c4d,porto alegre,5.0
6a3139,sao sebastiao da grama/sp,5.0
69b5ea,birigui,5.0
698624,sao paulo,5.0
695051,osasco,5.0
686886,pedreira,5.0
674207,sorocaba,5.0
668bf3,pinhais,5.0
666658,sao paulo,5.0
6624bc,belo horizonte,5.0
661ad5,balneario camboriu,5.0
6561d6,franco da rocha,5.0
6548c2,diadema,5.0
64cc80,curitiba,5.0
64c9a1,curitiba,5.0
632723,sao paulo,5.0
63191e,jundiai,5.0
623590,treze tilias,5.0
615c34,rio de janeiro,5.0
6025c7,pinhais/pr,5.0
5f5a58,ribeirao preto,5.0
5f57db,viana,5.0
5e25c6,chapeco,5.0
5e106d,santa terezinha de itaipu,5.0
5e063e,sao paulo,5.0
5de1c8,florianopolis,5.0
5db42a,vitoria,5.0
5d9f37,sao paulo,5.0
5d505d,birigui,5.0
5bba18,itajobi,5.0
5a9b3b,salto,5.0
5a4236,sao paulo,5.0
59de1d,curitiba,5.0
59bbc8,campinas,5.0
5996cd,presidente prudente,5.0
58c851,rio claro,5.0
585175,montes claros,5.0
57a834,santa rosa,5.0
5741dc,sao jose dos campos,5.0
5733d8,chapeco,5.0
572108,sao paulo,5.0
570d45,sao paulo,5.0
558713,sao paulo,5.0
544863,serra,5.0
53b030,indaiatuba,5.0
53336f,sao paulo,5.0
53088c,triunfo,5.0
530569,penapolis,5.0
52b53f,itajai,5.0
528ce3,sao roque,5.0
51e055,belo horizonte,5.0
50bf89,jaci,5.0
50a7e5,sao caetano do sul,5.0
4fe2f6,maringa,5.0
4fae87,ronda alta,5.0
4f1f1c,belo horizonte,5.0
4f0d63,taboao da serra,5.0
4e9234,cachoeirinha,5.0
4e480b,tres coracoes,5.0
4ddeb3,sao paulo,5.0
4dc2e8,itapui,5.0
4dab98,porto alegre,5.0
4d9fea,sao paulo,5.0
4d8809,embu das artes,5.0
4cc4fd,toledo,5.0
4be9ae,divinopolis,5.0
4bde61,carazinho,5.0
4aba6a,canoinhas,5.0
4a82c4,lagoa da prata,5.0
4a5b36,sao goncalo,5.0
49f8d2,sao bernardo do campo,5.0
497709,diadema,5.0
4965a7,sorocaba,5.0
48efc9,curitiba,5.0
48e5ee,oliveira,5.0
48b6c3,osvaldo cruz,5.0
483ca6,mogi mirim,5.0
47f557,dores de campos,5.0
466222,rio de janeiro,5.0
45a3d0,guarulhos,5.0
458d86,porto alegre,5.0
447d37,carazinho,5.0
44717f,santa rosa,5.0
4450bd,cotia,5.0
43753b,barro alto,5.0
436bf2,campinas,5.0
422be4,ibitinga,5.0
41e0fa,guaruja,5.0
41c2ba,natal,5.0
41958c,sao paulo,5.0
417a1e,imigrante,5.0
4125d9,santos,5.0
40ec8a,francisco beltrao,5.0
404e1b,juiz de fora,5.0
404951,belo horizonte,5.0
3f84fe,fazenda rio grande,5.0
3e51f9,sao paulo,5.0
3e46a3,sorocaba,5.0
3e35a8,sao paulo,5.0
3ded4e,pouso alegre,5.0
3d68c6,nova trento,5.0
3d2400,sao bernardo do campo,5.0
3c88ed,cosmopolis,5.0
3bfba5,londrina,5.0
3b18f9,santo andre,5.0
3ac588,limeira,5.0
39a500,barretos,5.0
398cb2,salvador,5.0
3986c0,curitiba,5.0
392f7f,rio de janeiro,5.0
38f276,marilia,5.0
389e45,sao jose dos campos,5.0
377bc1,sao jose dos pinhais,5.0
35281d,sao paulo,5.0
344203,sao paulo,5.0
33ab10,rio de janeiro,5.0
334cab,santo andre,5.0
333c42,vargem grande do sul,5.0
32f83f,uruguaiana,5.0
32e563,rio de janeiro,5.0
329666,catanduva,5.0
3289d8,praia grande,5.0
31e60b,goiania,5.0
2fa13c,sao paulo,5.0
2f3d8b,sao jose,5.0
2f1e7b,blumenau,5.0
2ef086,jaragua do sul,5.0
2d8cfb,osasco,5.0
2d378d,sao francisco do sul,5.0
2d3463,sao paulo,5.0
2d20f1,londrina,5.0
2c9005,cachoeiro de itapemirim,5.0
2c5387,castro pires,5.0
2c00c8,belo horizonte,5.0
2bdb95,sao paulo,5.0
2bd05d,belo horizonte,5.0
2b402d,irece,5.0
2b2fed,juiz de fora,5.0
2addf0,brasilia,5.0
2a73cb,sao caetano do sul,5.0
29c322,santa maria,5.0
297d5e,curitiba,5.0
296729,curitiba,5.0
293dee,brasilia,5.0
28c7d8,itaporanga,5.0
28a26e,belo horizonte,5.0
28872d,caxias do sul,5.0
270572,maua,5.0
26e2e5,sao paulo,5.0
26b482,santa barbara d´oeste,5.0
269c5f,guarulhos,5.0
265fdc,jaci,5.0
26562f,sao bernardo do campo,5.0
258447,cianorte,5.0
24c1de,serra redonda,5.0
247587,sao jose do rio preto,5.0
23ca5f,sao paulo,5.0
228e4c,bandeirantes,5.0
2235cf,sao paulo,5.0
20a7ef,laguna,5.0
2075d8,curitiba,5.0
2063dd,guarapuava,5.0
204b4e,borda da mata,5.0
2039c5,guaira,5.0
1f7fd2,venancio aires,5.0
1f2eeb,sao paulo,5.0
1e47de,catanduva,5.0
1e26c5,jaguariuna,5.0
1de62b,sp,5.0
1d9530,belo horizonte,5.0
1d0646,joinville,5.0
1cd9e0,sao paulo,5.0
1cbdc7,lambari,5.0
1cbcd2,curitiba,5.0
1c8341,sao paulo,5.0
1c742a,belo horizonte,5.0
1b61fb,maringa,5.0
1b0b0f,sao paulo,5.0
1a8e2d,araquari,5.0
19e0f4,americana,5.0
19a7c9,itaipulandia,5.0
1927cd,marilia,5.0
186cdd,rio negrinho,5.0
1746c1,santana de parnaiba,5.0
173d56,sao vicente,5.0
1710c3,sao caetano do sul,5.0
1703bc,minas gerais,5.0
16bdc8,sp,5.0
166e8f,imbituba,5.0
164a5a,guaira,5.0
160851,garca,5.0
13e85a,pedreira,5.0
13dd30,santa barbara d'oeste,5.0
11fb6f,sao paulo,5.0
11d4c4,ribeirao preto,5.0
11742f,catanduva,5.0
10cdd4,santa rita do sapucai,5.0
10264f,campinas,5.0
0f9458,florianopolis,5.0
0f519b,ibitinga,5.0
0ee4fb,santana de parnaiba,5.0
0ec28c,goiania,5.0
0daf51,goiania,5.0
0cab2d,curitiba,5.0
0c7f30,ponta grossa,5.0
0bb272,sao paulo,5.0
0b46f7,belo horizonte,5.0
0b3606,jaragua do sul,5.0
0b1ca3,sao roque,5.0
0af2ab,sao paulo,5.0
0ade5c,curitiba,5.0
0ad80d,rio de janeiro,5.0
0a82f5,sao paulo,5.0
0a198e,contagem,5.0
09bad8,sao paulo,5.0
0936e1,sao paulo,5.0
08d1c9,belo horizonte,5.0
062c32,sao paulo,5.0
05ca86,barueri,5.0
05aebc,sao paulo,5.0
05a48c,sao paulo,5.0
057300,criciuma,5.0
057035,sao paulo,5.0
04ee0e,lajeado,5.0
048438,ivoti,5.0
044668,osasco,5.0
028872,ribeirao das neves,5.0
01ed25,mogi das cruzes,5.0
01266d,curitiba,5.0
00d8b1,belo horizonte,5.0
00ab3e,sao paulo,5.0
003554,goiania,5.0
ffad1e,americana,4.9
f44b6f,sao paulo,4.9
f205b1,cachoeirinha,4.9
e58a5b,rio de janeiro,4.9
d4910f,santo andre,4.9
ce20a2,sao paulo,4.9
c8e135,sao paulo,4.9
c54679,guaruja,4.9
bd149e,guarulhos,4.9
b67d6c,sao paulo,4.9
b0f2a6,curitiba,4.9
a478c7,blumenau,4.9
9d681c,curitiba,4.9
788e85,sao paulo,4.9
698957,curitiba,4.9
5c0300,sao jose,4.9
5b2e94,sao paulo,4.9
55dedd,rio de janeiro,4.9
3ea00e,curitiba,4.9
2f4b0d,sao paulo,4.9
2d5186,sao paulo,4.9
2d2322,sao paulo,4.9
1bb381,sao paulo,4.9
0bebbb,sao paulo,4.9
0951a6,taboao da serra,4.9
f9ec70,sao paulo,4.8
f4ce8c,penapolis,4.8
ef9952,uberaba,4.8
ea4e9c,palhoca,4.8
e88c9b,pato branco,4.8
e5c842,fazenda rio grande,4.8
e53d5b,toledo,4.8
e51f22,carapicuiba,4.8
e2a1ac,sao paulo,4.8
dc64d7,belo horizonte,4.8
dc50af,maringa,4.8
da6a60,sao pedro da aldeia,4.8
da03c2,sao paulo,4.8
d9bd94,sao paulo,4.8
d94ba0,apucarana,4.8
d6b664,araraquara,4.8
d4f117,sao paulo,4.8
d13e50,santo andre,4.8
cf6547,sao paulo,4.8
cac63f,sumare,4.8
ca7754,maringa,4.8
c9e5ad,porto alegre,4.8
c0098e,ribeirao preto,4.8
bbaff5,atibaia,4.8
bb2afe,sao paulo,4.8
b76a1f,santos,4.8
b4b447,sao paulo,4.8
b3b17a,londrina,4.8
b127ef,sao paulo,4.8
b08080,belo horizonte,4.8
b01c2b,venancio aires,4.8
ae45df,sao paulo,4.8
acf974,caxias do sul,4.8
ab9157,sao paulo,4.8
aac51c,sao paulo,4.8
a72c2f,flores da cunha,4.8
a5bff0,sao paulo,4.8
a37c34,sao paulo,4.8
a2b5b6,osasco,4.8
a080fc,sao paulo,4.8
a06c8f,divinopolis,4.8
9ed653,sao paulo,4.8
9dd59e,foz do iguacu,4.8
9dc79d,sao paulo,4.8
9cf787,franca,4.8
985c92,sao joao del rei,4.8
981150,ao bernardo do campo,4.8
97e995,lorena,4.8
954e95,joao monlevade,4.8
939f6e,bauru,4.8
8e3433,sao paulo,4.8
8ca5b1,maua,4.8
8b655f,osasco,4.8
8b2d4a,fazenda rio grande,4.8
8a9260,contagem,4.8
86bf77,viamao,4.8
8060d7,blumenau,4.8
7f40d0,rio claro,4.8
7b8e8e,tubarao,4.8
7ade73,bauru,4.8
77e4ab,brasilia,4.8
76c47a,ribeirao preto,4.8
75a476,caxias do sul,4.8
713e3a,curitiba,4.8
6e13dd,sao paulo,4.8
6c6e3d,maringa,4.8
6b8031,sao paulo,4.8
698f5f,rio de janeiro,4.8
606ce7,campinas,4.8
60562a,sao paulo,4.8
5f26c1,arapongas,4.8
5d76d8,sao paulo,4.8
5a6a02,americana,4.8
59cd88,praia grande,4.8
57fe62,capivari,4.8
54583a,sao bernardo do campo,4.8
52a50b,monte alegre do sul,4.8
5275ca,guarulhos,4.8
52562a,parnamirim,4.8
523660,sao paulo,4.8
4ea2f1,sao paulo,4.8
4c1c72,marilia,4.8
499ec6,sao paulo,4.8
457fe9,paulinia,4.8
4391ea,porto alegre,4.8
42fa4e,caxias do sul,4.8
4221a7,bahia,4.8
3d39fb,campinas,4.8
3cfa13,sao bernardo do campo,4.8
3be584,barueri,4.8
38af8a,sao paulo,4.8
3785b6,ampere,4.8
34a557,franca,4.8
33cbda,blumenau,4.8
30a81d,sao paulo,4.8
2fb25a,volta redonda,4.8
29e6e0,juiz de fora,4.8
257e61,apucarana,4.8
2493dc,brasilia,4.8
13f57c,santos,4.8
134a28,sao paulo,4.8
128f9b,atibaia,4.8
119d1a,pedreira,4.8
101a3a,rio claro,4.8
0ff830,caxias do sul,4.8
0b64bc,canoas,4.8
0b18d6,sp,4.8
079d29,sao paulo,4.8
0743a0,sao paulo,4.8
02f583,curitiba,4.8
02b72c,ibitinga,4.8
024b56,sao paulo,4.8
fe8055,curitiba,4.7
fcba71,limeira,4.7
fadb07,sao jose do rio preto,4.7
fac1a9,sao paulo,4.7
f4a04f,santo andre,4.7
f32600,fernandopolis,4.7
f1fd5a,curitiba,4.7
f0e103,osasco,4.7
e8a85b,brasilia,4.7
e83e93,barueri,4.7
db1f0f,pinhais,4.7
da2053,igrejinha,4.7
d90fe2,sao paulo,4.7
d566c3,sao paulo,4.7
d558eb,divinopolis,4.7
d2f3e2,atibaia,4.7
d197aa,sao jose dos campos,4.7
ce616e,cotia,4.7
cc3d14,curitiba,4.7
caa9bc,jacarei,4.7
c8cc60,sorocaba,4.7
c8660d,sao paulo,4.7
c7c7b2,braganca paulista,4.7
c70a35,sao paulo,4.7
c5ebe6,lajeado,4.7
c3aad7,auriflama/sp,4.7
c394e1,sao paulo,4.7
c2d70c,sao paulo,4.7
bc30de,pedreira,4.7
b8114f,sao bernardo do campo,4.7
b410bd,goiania,4.7
a35ef4,novo hamburgo,4.7
a00824,bofete,4.7
960945,sao paulo,4.7
89a51f,brasilia,4.7
86ff3e,palhoca,4.7
866558,arapongas,4.7
83e197,mage,4.7
82cb9f,caxias do sul,4.7
7ff588,guarulhos,4.7
7adbd3,sao paulo,4.7
79ed75,rio claro,4.7
78ef7e,santa cruz do sul,4.7
7238a9,limeira,4.7
6e1862,rio claro,4.7
6ba473,torres,4.7
6b1592,sao caetano do sul,4.7
6824a6,formiga,4.7
671585,curitiba,4.7
657969,estancia velha,4.7
626ab1,sao paulo,4.7
606115,campinas,4.7
5e49e3,balenario camboriu,4.7
5c3460,sao jose do rio preto,4.7
5bffba,nilopolis,4.7
5a93f3,monteiro lobato,4.7
56f413,sorocaba,4.7
556373,guarulhos,4.7
550295,contagem,4.7
485452,taio,4.7
478bfe,pedro leopoldo,4.7
44ed13,canoas,4.7
446cc0,sao paulo,4.7
42ef31,santo andre,4.7
41da41,domingos martins,4.7
402916,guanhaes,4.7
3f9c56,rio de janeiro,4.7
3d4b1a,sao paulo,4.7
3d49bf,montes claros,4.7
3d0cd2,joinville,4.7
3c0102,mandirituba,4.7
3bb32f,porto belo,4.7
376a89,goiania,4.7
365e4b,sao caetano do sul,4.7
33cbbe,bento goncalves,4.7
2ff6b7,londrina,4.7
2fdde5,joinville,4.7
2953ce,sao paulo,4.7
28ea41,sao paulo,4.7
26d6bb,curitiba,4.7
26785a,sao paulo,4.7
18e694,varzea paulista,4.7
184725,maua,4.7
180c33,sao paulo,4.7
0fe2d9,ourinhos,4.7
0eaa7e,santo andre,4.7
0e72c1,sao paulo,4.7
0b0ddb,guarulhos,4.7
08f581,santos,4.7
077c5f,sorocaba,4.7
02c988,americana,4.7
013900,curitiba,4.7
ff1e15,curitiba,4.6
fec627,nova friburgo,4.6
fe1b06,presidente prudente,4.6
fc38b5,campinas,4.6
fa1464,sao paulo,4.6
f92d8c,sorocaba,4.6
f7496d,sao paulo,4.6
f35b3c,sao paulo,4.6
f0837c,arvorezinha,4.6
ef3089,araraquara,4.6
ed9eef,mogi guacu,4.6
eb7280,rio claro,4.6
eb3071,sao paulo,4.6
e882b2,teresopolis,4.6
e4ebd3,presidente epitacio,4.6
e0eabd,campinas,4.6
debe66,sao paulo,4.6
ddd51a,rio de janeiro,4.6
db46ca,rio de janeiro,4.6
dace96,sao paulo,4.6
da7039,santo andre,4.6
d9a84e,sao paulo,4.6
d921b6,formiga,4.6
d66c11,rio de janeiro,4.6
d4e12e,sao paulo,4.6
d1b65f,mogi guacu,4.6
cac876,cascavel,4.6
c86403,campo largo,4.6
bd4431,rio de janeiro,4.6
bc2ac6,campinas,4.6
b4f892,caxias do sul,4.6
b49489,sao paulo,4.6
b2c970,botucatu,4.6
ac3508,canoas,4.6
a4bd6e,rio de janeiro,4.6
a3dd39,salvador,4.6
9fc702,belo horizonte,4.6
9bcdfa,blumenau,4.6
989bec,curitiba,4.6
980640,rio claro,4.6
953921,sao paulo,4.6
8fe878,paulo lopes,4.6
8fbd63,santo andre,4.6
8daab2,sao paulo,4.6
8a2d12,curitiba,4.6
7f7b82,mogi mirim,4.6
7b98de,loanda,4.6
7a9c12,sao caetano do sul,4.6
768a86,sao paulo,4.6
735422,brasilia,4.6
70f846,sete lagoas,4.6
70125a,goiania,4.6
6e386f,sao paulo,4.6
6bd503,morrinhos,4.6
679769,ipatinga,4.6
656591,santo andre,4.6
638cba,sao jose dos campos,4.6
6338ea,farroupilha,4.6
61b187,araraquara,4.6
5f3ae9,sao paulo,4.6
5b925e,sao paulo,4.6
5a413a,sao paulo,4.6
59cea8,maringa,4.6
594f9a,contagem,4.6
51e4e8,rio grande,4.6
4bcec4,santo andre,4.6
4b3955,aracaju,4.6
49383a,taubate,4.6
43f8c9,carapicuiba,4.6
3faf68,holambra,4.6
3fac58,sao paulo,4.6
3a490b,belo horizonte,4.6
392353,blumenau,4.6
34f563,campo bom,4.6
33d677,joinville,4.6
33a17d,porto alegre,4.6
31eec4,cachoeiro de itapemirim,4.6
31561f,sao paulo,4.6
2c4c47,buritama,4.6
289cdb,belo horizonte,4.6
2646ba,sao paulo,4.6
1bb2bd,sao paulo,4.6
1b4516,maringa,4.6
177129,guarulhos,4.6
1660ad,sao bernardo do campo,4.6
117cfc,sao joao de meriti,4.6
116ccb,sao bernardo do campo,4.6
10076e,batatais,4.6
0bb738,sao roque,4.6
0a85eb,jundiai,4.6
080199,osasco,4.6
06bb3a,belo horizonte,4.6
02f623,botucatu,4.6
ff4ea6,guarulhos,4.5
fe87f4,campinas,4.5
fde0cc,curitiba,4.5
fb8904,sao caetano do sul,4.5
f9eede,"rio de janeiro, rio de janeiro, brasil",4.5
f7315b,guarulhos,4.5
f4db9b,itaquaquecetuba,4.5
f26629,ponta grossa,4.5
f1ce5f,santana de parnaiba,4.5
f18173,carapicuiba,4.5
f1198c,sao paulo,4.5
eec346,bauru,4.5
ed4311,guarulhos,4.5
e9511d,bauru,4.5
e62762,sao paulo,4.5
e603cf,pelotas,4.5
e5d4b2,joinville,4.5
e5cbe8,sao paulo,4.5
e54611,sao paulo,4.5
e48b04,curitiba,4.5
e38db8,brasilia,4.5
e256a6,curitiba,4.5
e1b124,guarulhos,4.5
e04877,sao paulo,4.5
dedcab,jaragua do sul,4.5
dbd662,sao paulo,4.5
d8c7ba,floresta,4.5
d26aa4,sao paulo,4.5
d25aa0,massaranduba,4.5
d06d01,cotia,4.5
d03698,ilheus,4.5
cfd7dd,contagem,4.5
ce69a8,curitiba,4.5
cd6efc,rio de janeiro,4.5
cc5a78,divinopolis,4.5
cb0b3b,sao paulo,4.5
ca4b77,sando andre,4.5
c80253,porto alegre,4.5
c72de0,guanambi,4.5
c68fb9,jaboticabal,4.5
c66dcc,registro,4.5
c5f7e7,curitiba,4.5
c3e1ab,mogi guacu,4.5
c398bc,rio de janeiro,4.5
c35672,mesquita,4.5
c1f12f,sao paulo,4.5
c157bd,mairinque,4.5
bf9611,ribeirao preto,4.5
bede56,valinhos,4.5
bec568,sao paulo,4.5
bd4889,sao paulo,4.5
bd0a1b,sao paulo,4.5
bccf93,assis,4.5
bbf9ad,fortaleza,4.5
baa49d,sao jose,4.5
b81e3a,maua,4.5
b7e175,sao paulo,4.5
b6d447,santo andre,4.5
b34767,curitiba,4.5
b2bdc5,vargem grande do sul,4.5
b2a6d3,sao paulo,4.5
b1aaae,sao paulo,4.5
b12cfd,cascavel,4.5
b05b43,birigui,4.5
aeb36d,santo andre,4.5
ade459,umuarama,4.5
ad97a1,brusque,4.5
acce39,contagem,4.5
aba172,sao paulo,4.5
aa1eb1,sao paulo,4.5
aa17b3,jundiai,4.5
a7d0f8,sao paulo,4.5
a5cba2,campo mourao,4.5
a13aaf,joinville,4.5
a0a14e,curitiba,4.5
a066df,franca,4.5
9f5021,taubate,4.5
9de464,joinville,4.5
9d4db0,sorocaba,4.5
9c4d31,rio de janeiro,4.5
9c3c24,caxias do sul,4.5
9b522b,sao paulo,4.5
9b00ed,sao paulo,4.5
99cd94,sao paulo,4.5
999f6d,sao paulo,4.5
96e5dc,bom jardim,4.5
94b910,guarulhos,4.5
941554,sao paulo,4.5
8ed8ea,blumenau,4.5
8eb88b,cacador,4.5
8dfbc5,curitiba,4.5
8d79c8,caucaia,4.5
8bdd8e,sao paulo,4.5
88cf19,sao carlos,4.5
8602a6,sao paulo,4.5
85ecf0,sao paulo,4.5
85e7c6,itapema,4.5
84c945,sao paulo,4.5
